scientific_name,common_name,year_discovered,genus_scientific_name
"Gallicolumba crinigera (Reichenbach, 1851)",Mindanao Bleeding-heart,1851,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Gallicolumba Heck, 1849')"
"Actenoides princeps (Reichenbach, 1851)",Scaly-breasted Kingfisher,1851,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Actenoides Bonaparte, 1850')"
"Microptilotis analogus (Reichenbach, 1852)",Mimic Honeyeater,1852,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Microptilotis Mathews, 1912')"
"Asthenes dorbignyi (Reichenbach, 1853)",Rusty-vented Canastero,1853,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Asthenes Reichenbach, 1853')"
"Cranioleuca obsoleta (Reichenbach, 1853)",Olive Spinetail,1853,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cranioleuca Reichenbach, 1853')"
"Cranioleuca semicinerea (Reichenbach, 1853)",Grey-headed Spinetail,1853,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cranioleuca Reichenbach, 1853')"
"Pseudoseisura lophotes (Reichenbach, 1853)",Brown Cacholote,1853,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pseudoseisura Reichenbach, 1853')"
"Arachnothera crassirostris (Reichenbach, 1853)",Thick-billed Spiderhunter,1853,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Arachnothera Temminck, 1826')"
"Celeus loricatus (Reichenbach, 1854)",Cinnamon Woodpecker,1854,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Celeus Boie, F, 1831')"
"Erythrura hyperythra (Reichenbach, 1862)",Tawny-breasted Parrotfinch,1862,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Erythrura Swainson, 1837')"
"Ploceus taeniopterus (Reichenbach, 1863)",Northern Masked Weaver,1863,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ploceus Cuvier, 1816')"
"Arizelocichla striifacies (Reichenow & Neumann, 1895)",Stripe-faced Greenbul,1895,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Arizelocichla Oberholser, 1905')"
"Macrosphenus kretschmeri (Reichenow & Neumann, 1895)",Kretschmers Longbill,1895,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Macrosphenus Cassin, 1859')"
"Prinia melanops (Reichenow & Neumann, 1895)",Black-faced Prinia,1895,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Prinia Horsfield, 1821')"
"Illadopsis pyrrhoptera (Reichenow & Neumann, 1895)",Mountain Illadopsis,1895,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Illadopsis Heine, 1860')"
"Calandrella eremica (Reichenow & Peters, N, 1932)",Rufous-capped Lark,1932,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Calandrella Kaup, 1829')"
"Elminia nigromitrata (Reichenow, 1874)",Dusky Crested Flycatcher,1874,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Elminia Bonaparte, 1854')"
"Chlorocichla falkensteini (Reichenow, 1874)",Falkensteins Greenbul,1874,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chlorocichla Sharpe, 1882')"
"Emberiza cabanisi (Reichenow, 1875)",Cabaniss Bunting,1875,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Emberiza Linnaeus, 1758')"
"Butorides sundevalli (Reichenow, 1877)",Lava Heron,1877,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Butorides Blyth, 1852')"
"Tauraco fischeri (Reichenow, 1878)",Fischers Turaco,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Tauraco Kluk, 1779')"
"Illadopsis rufescens (Reichenow, 1878)",Rufous-winged Illadopsis,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Illadopsis Heine, 1860')"
"Laniarius nigerrimus (Reichenow, 1879)",Black Boubou,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Laniarius Vieillot, 1816')"
"Calendulauda poecilosterna (Reichenow, 1879)",Pink-breasted Lark,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Calendulauda Blyth, 1855')"
"Mirafra hypermetra (Reichenow, 1879)",Red-winged Lark,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Mirafra Horsfield, 1821')"
"Phyllastrephus strepitans (Reichenow, 1879)",Northern Brownbul,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phyllastrephus Swainson, 1832')"
"Phyllastrephus fischeri (Reichenow, 1879)",Fischers Greenbul,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phyllastrephus Swainson, 1832')"
"Lamprotornis regius (Reichenow, 1879)",Golden-breasted Starling,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lamprotornis Temminck, 1820')"
"Cercotrichas quadrivirgata (Reichenow, 1879)",Bearded Scrub Robin,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cercotrichas Boie, F, 1831')"
"Granatina ianthinogaster (Reichenow, 1879)",Purple Grenadier,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Granatina Sharpe, 1890')"
"Brunhilda charmosyna (Reichenow, 1881)",Black-cheeked Waxbill,1881,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Brunhilda Reichenbach, 1862')"
"Melaniparus griseiventris (Reichenow, 1882)",Miombo Tit,1882,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melaniparus Bonaparte, 1850')"
"Calamonastes undosus (Reichenow, 1882)",Miombo Wren-Warbler,1882,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Calamonastes Sharpe, 1883')"
"Curruca boehmi (Reichenow, 1882)",Banded Parisoma,1882,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Curruca Bechstein, 1802')"
"Vidua fischeri (Reichenow, 1882)",Straw-tailed Whydah,1882,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Vidua Cuvier, 1816')"
"Crithagra reichardi (Reichenow, 1882)",Reichards Seedeater,1882,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Crithagra Swainson, 1827')"
"Vidua purpurascens (Reichenow, 1883)",Purple Indigobird,1883,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Vidua Cuvier, 1816')"
"Lamprotornis fischeri (Reichenow, 1884)",Fischers Starling,1884,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lamprotornis Temminck, 1820')"
"Melaenornis fischeri (Reichenow, 1884)",White-eyed Slaty Flycatcher,1884,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melaenornis Gray, GR, 1840')"
"Melaniparus pallidiventris (Reichenow, 1885)",Cinnamon-breasted Tit,1885,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melaniparus Bonaparte, 1850')"
"Vanellus superciliosus (Reichenow, 1886)",Brown-chested Lapwing,1886,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Vanellus Brisson, 1760')"
"Apus niansae (Reichenow, 1887)",Nyanza Swift,1887,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Apus Scopoli, 1777')"
"Brachycope anomala (Reichenow, 1887)",Bob-tailed Weaver,1887,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Brachycope Reichenow, 1900')"
"Riparia congica (Reichenow, 1888)",Congo Martin,1888,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Riparia Forster, T, 1817')"
"Illadopsis albipectus (Reichenow, 1888)",Scaly-breasted Illadopsis,1888,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Illadopsis Heine, 1860')"
"Tauraco schalowi (Reichenow, 1891)",Schalows Turaco,1891,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Tauraco Kluk, 1779')"
"Cincloramphus rufus (Reichenow, 1891)",Long-legged Thicketbird,1891,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cincloramphus Gould, 1838')"
"Turdoides sharpei (Reichenow, 1891)",Black-lored Babbler,1891,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Turdoides Cretzschmar, 1826')"
"Cercotrichas hartlaubi (Reichenow, 1891)",Brown-backed Scrub Robin,1891,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cercotrichas Boie, F, 1831')"
"Pogoniulus coryphaea (Reichenow, 1892)",Western Tinkerbird,1892,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pogoniulus Lafresnaye, 1842')"
"Lybius rubrifacies (Reichenow, 1892)",Red-faced Barbet,1892,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lybius Hermann, 1783')"
"Arizelocichla montana (Reichenow, 1892)",Cameroon Greenbul,1892,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Arizelocichla Oberholser, 1905')"
"Phyllastrephus poliocephalus (Reichenow, 1892)",Grey-headed Greenbul,1892,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phyllastrephus Swainson, 1832')"
"Urolais epichlorus (Reichenow, 1892)",Green Longtail,1892,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Urolais Alexander, 1903')"
"Sheppardia polioptera (Reichenow, 1892)",Grey-winged Robin-Chat,1892,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Sheppardia Haagner, 1909')"
"Cyanomitra oritis (Reichenow, 1892)",Cameroon Sunbird,1892,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cyanomitra Reichenbach, 1853')"
"Malaconotus gladiator (Reichenow, 1893)",Green-breasted Bushshrike,1893,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Malaconotus Swainson, 1824')"
"Melaniparus fasciiventer (Reichenow, 1893)",Stripe-breasted Tit,1893,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melaniparus Bonaparte, 1850')"
"Poeoptera stuhlmanni (Reichenow, 1893)",Stuhlmanns Starling,1893,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Poeoptera Bonaparte, 1854')"
"Deleornis axillaris (Reichenow, 1893)",Grey-headed Sunbird,1893,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Deleornis Wolters, 1977')"
"Nectarinia purpureiventris (Reichenow, 1893)",Purple-breasted Sunbird,1893,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Nectarinia Illiger, 1811')"
"Ploceus preussi (Reichenow, 1893)",Preusss Weaver,1893,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ploceus Cuvier, 1816')"
"Ploceus dorsomaculatus (Reichenow, 1893)",Yellow-capped Weaver,1893,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ploceus Cuvier, 1816')"
"Chlorophoneus bocagei (Reichenow, 1894)",Bocages Bushshrike,1894,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chlorophoneus Cabanis, 1851')"
"Campethera scriptoricauda (Reichenow, 1896)",Speckle-throated Woodpecker,1896,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Campethera Gray, GR, 1841')"
"Chlorophoneus nigrifrons (Reichenow, 1896)",Black-fronted Bushshrike,1896,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chlorophoneus Cabanis, 1851')"
"Platysteira chalybea (Reichenow, 1897)",Black-necked Wattle-eye,1897,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Platysteira Jardine & Selby, 1830')"
"Petrochelidon preussi (Reichenow, 1898)",Preusss Cliff Swallow,1898,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Petrochelidon Cabanis, 1851')"
"Arizelocichla chlorigula (Reichenow, 1899)",Yellow-throated Greenbul,1899,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Arizelocichla Oberholser, 1905')"
"Ploceus olivaceiceps (Reichenow, 1899)",Olive-headed Weaver,1899,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ploceus Cuvier, 1816')"
"Hieraaetus weiskei (Reichenow, 1900)",Pygmy Eagle,1900,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Hieraaetus Kaup, 1844')"
"Laniarius fuelleborni (Reichenow, 1900)",Flleborns Boubou,1900,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Laniarius Vieillot, 1816')"
"Kakamega poliothorax (Reichenow, 1900)",Grey-chested Babbler,1900,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Kakamega Mann, CF, Burton, PJK & Lennerstedt, 1978')"
"Chamaetylas fuelleborni (Reichenow, 1900)",White-chested Alethe,1900,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chamaetylas Heine, 1860')"
"Euplectes psammacromius (Reichenow, 1900)",Montane Widowbird,1900,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Euplectes Swainson, 1829')"
"Crithagra melanochroa (Reichenow, 1900)",Kipengere Seedeater,1900,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Crithagra Swainson, 1827')"
"Platysteira hormophora (Reichenow, 1901)",West African Wattle-eye,1901,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Platysteira Jardine & Selby, 1830')"
"Crithagra frontalis (Reichenow, 1904)",Western Citril,1904,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Crithagra Swainson, 1827')"
"Crithagra hyposticta (Reichenow, 1904)",Southern Citril,1904,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Crithagra Swainson, 1827')"
"Modulatrix stictigula (Reichenow, 1906)",Spot-throat,1906,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Modulatrix Ripley, 1952')"
"Artisornis metopias (Reichenow, 1907)",Red-capped Forest Warbler,1907,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Artisornis Friedmann, 1928')"
"Fraseria tessmanni (Reichenow, 1907)",Tessmanns Flycatcher,1907,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Fraseria Bonaparte, 1854')"
"Sheppardia montana (Reichenow, 1907)",Usambara Akalat,1907,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Sheppardia Haagner, 1909')"
"Pternistis nobilis (Reichenow, 1908)",Handsome Spurfowl,1908,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pternistis Wagler, 1832')"
"Grafisia torquata (Reichenow, 1909)",White-collared Starling,1909,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Grafisia Bates, GL, 1926')"
"Streptopelia hypopyrrha (Reichenow, 1910)",Adamawa Turtle Dove,1910,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Streptopelia Bonaparte, 1855')"
"Erythrotriorchis buergersi (Reichenow, 1914)",Chestnut-shouldered Goshawk,1914,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Erythrotriorchis Sharpe, 1875')"
"Melidectes rufocrissalis (Reichenow, 1915)",Yellow-browed Melidectes,1915,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melidectes Sclater, PL, 1874')"
"Sericornis virgatus (Reichenow, 1915)",Perplexing Scrubwren,1915,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Sericornis Gould, 1838')"
"Megazosterops palauensis (Reichenow, 1915)",Giant White-eye,1915,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Megazosterops Stresemann, 1930')"
"Cyanoramphus hochstetteri (Reischek, 1889)",Reischeks Parakeet,1889,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cyanoramphus Bonaparte, 1854')"
"Leptotila rufaxilla (Richard & Bernard, 1792)",Grey-fronted Dove,1792,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Leptotila Swainson, 1837')"
"Lagopus leucura (Richardson, 1831)",White-tailed Ptarmigan,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lagopus Brisson, 1760')"
"Branta hutchinsii (Richardson, 1832)",Cackling Goose,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Branta Scopoli, 1769')"
"Charadrius thoracicus (Richmond, 1896)",Madagascar Plover,1896,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Charadrius Linnaeus, 1758')"
"Iduna similis (Richmond, 1897)",Mountain Yellow Warbler,1897,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Iduna Keyserling & Blasius, JH, 1840')"
"Arizelopsar femoralis (Richmond, 1897)",Abbotts Starling,1897,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Arizelopsar Oberholser, 1905')"
"Uraeginthus cyanocephalus (Richmond, 1897)",Blue-capped Cordon-bleu,1897,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Uraeginthus Cabanis, 1851')"
"Psarocolius cassini (Richmond, 1898)",Baudo Oropendola,1898,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Psarocolius Wagler, 1827')"
"Baeolophus ridgwayi (Richmond, 1902)",Juniper Titmouse,1902,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Baeolophus Cabanis, 1851')"
"Cyornis nicobaricus (Richmond, 1902)",Nicobar Jungle Flycatcher,1902,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cyornis Blyth, 1843')"
"Otus umbra (Richmond, 1903)",Simeulue Scops Owl,1903,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Otus Pennant, 1769')"
"Dendragapus fuliginosus (Ridgway, 1873)",Sooty Grouse,1873,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Dendragapus Elliot, DG, 1864')"
"Tympanuchus pallidicinctus (Ridgway, 1873)",Lesser Prairie Chicken,1873,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Tympanuchus Gloger, 1841')"
"Strix sartorii (Ridgway, 1874)",Cinereous Owl,1874,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Strix Linnaeus, 1758')"
"Artemisiospiza nevadensis (Ridgway, 1874)",Sagebrush Sparrow,1874,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Artemisiospiza Klicka & Banks, 2011')"
"Caracara lutosa (Ridgway, 1876)",Guadalupe Caracara,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Caracara Merrem, 1826')"
"Selasphorus ellioti (Ridgway, 1878)",Wine-throated Hummingbird,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Selasphorus Swainson, 1832')"
"Megascops cooperi (Ridgway, 1878)",Pacific Screech Owl,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Megascops Kaup, 1848')"
"Cantorchilus zeledoni (Ridgway, 1878)",Canebrake Wren,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cantorchilus Mann, NI, Barker, Graves, JA, Dingess-Mann & Slater, PJB, 2006')"
"Catharus bicknelli (Ridgway, 1882)",Bicknells Thrush,1882,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Catharus Bonaparte, 1850')"
"Setophaga delicata (Ridgway, 1883)",St. Lucia Warbler,1883,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Setophaga Swainson, 1827')"
"Pterodroma sandwichensis (Ridgway, 1884)",Hawaiian Petrel,1884,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pterodroma Bonaparte, 1856')"
"Sporophila nuttingi (Ridgway, 1884)",Nicaraguan Seed Finch,1884,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Sporophila Cabanis, 1844')"
"Cynanthus forficatus (Ridgway, 1885)",Cozumel Emerald,1885,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cynanthus Swainson, 1827')"
"Melanerpes pygmaeus (Ridgway, 1885)",Yucatan Woodpecker,1885,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melanerpes Swainson, 1832')"
"Cyanolyca cucullata (Ridgway, 1885)",Azure-hooded Jay,1885,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cyanolyca Cabanis, 1851')"
"Toxostoma guttatum (Ridgway, 1885)",Cozumel Thrasher,1885,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Toxostoma Wagler, 1831')"
"Poecile gambeli (Ridgway, 1886)",Mountain Chickadee,1886,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Poecile Kaup, 1829')"
"Melanitta stejnegeri (Ridgway, 1887)",Stejnegers Scoter,1887,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melanitta Boie, F, 1822')"
